Person_ID,ProjectEnrollment_ID,Client_Age_at_Entry,LastPermanentZip,ProjectEnrollmentDate,Destination,Start_Date,Exit_Date,Project_Name,HousingStatus_atProjectStart,LivingSituationBeforeProgram,ProjectStayHousehold_ID
238032,238330,35,93927,10/13/15,"Rental by client, no ongoing housing subsidy (HUD)",1/6/14,7/20/15,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),238329
238033,238329,3,93927,10/13/15,"Rental by client, no ongoing housing subsidy (HUD)",1/6/14,7/20/15,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),238329
238168,205398,25,93933,11/18/13,"Jail, prison or juvenile detention facility (HUD)",3/5/13,8/14/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",205396
238170,205396,24,93933,11/18/13,Transitional housing for homeless persons (including homeless youth) (HUD),3/5/13,10/28/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",205396
238170,228856,25,93933,12/18/14,"Staying or living with friends, permanent tenure (HUD)",10/28/13,1/17/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",228856
238173,205399,0,93933,11/18/13,Transitional housing for homeless persons (including homeless youth) (HUD),3/5/13,10/28/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",205396
238173,228857,1,93933,3/10/14,"Staying or living with friends, permanent tenure (HUD)",10/28/13,1/17/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",228856
238174,205397,6,93933,11/18/13,Transitional housing for homeless persons (including homeless youth) (HUD),3/5/13,10/28/13,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",205396
238174,228858,7,93933,3/10/14,"Staying or living with friends, permanent tenure (HUD)",10/28/13,1/17/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",228856
238367,205564,47,93906,6/8/15,Permanent housing for formerly homeless persons (HUD),3/8/13,3/26/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",205564
238535,319510,36,95023,6/23/14,,4/3/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 4 - Fleeing domestic violence (HUD),"Staying or living in a family member's room, apartment or house (HUD)",319510
238542,319511,3,95023,6/23/14,,4/3/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",319510
238599,241461,19,93907,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",5/9/13,4/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",241461
238599,476832,21,95012,6/25/15,,4/23/15,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",476832
238651,221319,58,94040,7/24/15,"Rental by client, with VASH subsidy (HUD)",8/14/13,2/19/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",221319
238715,227032,12,93907,1/28/14,"Rental by client, no ongoing housing subsidy (HUD)",3/14/13,1/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",206666
238773,206087,19,96789,11/16/13,Substance abuse treatment facility or detox center (HUD),3/8/13,7/1/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),206087
238779,208842,22,96003,11/16/13,"Staying or living with family, permanent tenure (HUD)",3/8/13,7/1/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),208842
238980,206296,24,93905,5/7/15,Permanent housing for formerly homeless persons (HUD),3/15/13,11/20/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",206296
239007,210432,19,93512,1/31/14,"Staying or living with friends, permanent tenure (HUD)",4/19/13,1/31/14,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210432
239035,206431,0,93922,6/24/15,"Rental by client, with other ongoing housing subsidy (HUD)",3/19/13,7/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",206430
239104,213277,53,95053,7/24/15,"Rental by client, with VASH subsidy (HUD)",5/10/13,1/9/15,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",213277
239106,218741,55,95125,7/24/15,"Rental by client, with VASH subsidy (HUD)",5/10/13,4/21/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",218741
239168,217204,62,94109,8/12/13,"Rental by client, with VASH subsidy (HUD)",5/10/13,8/6/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",217204
239540,213280,48,15220,10/28/13,"Rental by client, with VASH subsidy (HUD)",4/26/13,10/22/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),213280
239636,207468,19,93908,4/19/13,"Staying or living with family, permanent tenure (HUD)",3/29/13,3/29/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Stably housed (HUD),Substance abuse treatment facility or detox center (HUD),207468
239644,241462,1,93907,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",5/9/13,4/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",241461
239644,476833,3,95012,6/25/15,,4/23/15,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",476832
239655,208897,31,93901,8/20/15,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",3/26/13,7/3/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",208897
239745,216336,3,93905,6/17/13,,6/14/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),216335
239928,383927,3,93906,10/20/15,"Rental by client, no ongoing housing subsidy (HUD)",9/3/14,2/2/15,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",383924
239989,208468,33,95124,6/24/15,"Rental by client, no ongoing housing subsidy (HUD)",4/5/13,3/25/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",208468
239997,219357,28,93901,12/22/14,"Rental by client, with other ongoing housing subsidy (HUD)",7/26/13,7/8/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",219357
239998,219358,1,93901,12/22/14,"Rental by client, with other ongoing housing subsidy (HUD)",7/26/13,7/8/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",219357
240011,208469,4,95124,6/24/15,"Rental by client, no ongoing housing subsidy (HUD)",4/5/13,3/25/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",208468
240012,208470,0,95124,6/24/15,"Rental by client, no ongoing housing subsidy (HUD)",4/5/13,3/25/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",208468
240061,219230,18,93955,8/26/14,"Staying or living with family, permanent tenure (HUD)",6/17/13,1/3/14,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),219230
240061,478827,20,93955,8/31/15,,8/24/15,,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),478827
240283,217468,51,95023,7/3/13,Other (HUD),5/31/13,6/27/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)",217468
240284,476683,22,95023,8/4/15,,6/27/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",476683
240285,476685,2,95023,8/4/15,,6/27/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",476683
240286,476684,5,95023,8/4/15,,6/27/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",476683
240313,217464,56,74401,9/30/13,"Rental by client, with VASH subsidy (HUD)",5/17/13,9/21/13,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",217464
240322,208871,1,,6/19/13,"Rental by client, with other ongoing housing subsidy (HUD)",4/11/13,6/17/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",208870
240329,231767,22,93905,12/10/14,"Staying or living with friends, permanent tenure (HUD)",4/3/13,12/6/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",209252
240454,402558,3,93905,12/10/14,"Staying or living with friends, permanent tenure (HUD)",4/3/13,12/6/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",209252
240510,213740,50,94301,7/20/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/17/13,6/4/15,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",213740
240635,224325,38,93901,7/10/14,"Rental by client, with other ongoing housing subsidy (HUD)",9/23/13,7/10/14,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",224325
240635,376320,39,93933,6/29/15,"Rental by client, no ongoing housing subsidy (HUD)",6/10/14,1/29/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",376318
240715,213994,41,94520,1/27/14,"Rental by client, no ongoing housing subsidy (HUD)",5/24/13,7/1/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",213994
240770,216926,18,93907,6/16/15,"Staying or living with friends, permanent tenure (HUD)",6/12/13,6/12/15,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",216926
240771,225945,49,95060,1/15/14,Hotel or motel paid for without emergency shelter voucher (HUD),7/29/13,12/30/13,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",219886
240771,416091,51,93955,1/23/15,,1/16/15,,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),416091
240772,219886,14,95060,1/15/14,Hotel or motel paid for without emergency shelter voucher (HUD),7/29/13,12/30/13,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",219886
240772,416092,16,95060,1/23/15,,1/16/15,,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),416091
241022,219028,46,95336,7/24/15,"Rental by client, no ongoing housing subsidy (HUD)",6/7/13,5/18/15,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),219028
241037,210832,27,93955,12/22/14,"Staying or living with family, permanent tenure (HUD)",4/25/13,2/7/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210832
241038,210833,2,93955,2/28/14,"Staying or living with family, permanent tenure (HUD)",4/25/13,2/7/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210832
241039,210834,6,93955,2/28/14,"Staying or living with family, permanent tenure (HUD)",4/25/13,2/7/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210832
241040,210835,0,93955,12/22/14,"Staying or living with family, permanent tenure (HUD)",4/25/13,2/7/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210832
241062,210871,21,89431,3/3/15,"Rental by client, no ongoing housing subsidy (HUD)",4/24/13,5/7/14,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),210871
241063,210875,28,89431,3/3/15,"Rental by client, no ongoing housing subsidy (HUD)",4/24/13,5/7/14,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),210871
241066,210872,2,89431,3/3/15,"Rental by client, no ongoing housing subsidy (HUD)",4/24/13,5/7/14,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),210871
241067,210873,4,89431,3/3/15,"Rental by client, no ongoing housing subsidy (HUD)",4/24/13,5/7/14,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),210871
241070,210874,0,89431,5/14/15,"Rental by client, no ongoing housing subsidy (HUD)",4/24/13,5/7/14,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),210871
241136,211057,29,95121,4/11/14,"Rental by client, no ongoing housing subsidy (HUD)",5/1/13,2/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",172034
241151,211092,56,93950,10/27/14,"Staying or living with family, permanent tenure (HUD)",5/1/13,5/15/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",211092
241191,220400,23,93955,7/24/15,"Rental by client, with VASH subsidy (HUD)",7/19/13,9/30/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),220400
241246,211329,32,95060,7/24/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/3/13,4/23/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),211329
241253,211330,0,95060,7/24/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/3/13,4/23/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),211329
241322,478644,28,93955,8/24/15,,8/24/15,,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),478644
241346,211588,8,93933,7/23/15,Hotel or motel paid for without emergency shelter voucher (HUD),5/2/13,1/15/15,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),211587
241346,478586,11,93933,10/6/15,,8/18/15,,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",478583
241347,211589,8,93933,7/23/15,Hotel or motel paid for without emergency shelter voucher (HUD),5/2/13,1/15/15,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),211587
241347,478587,11,93933,10/6/15,,8/18/15,,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",478583
241482,241403,29,93901,2/6/15,"Rental by client, with other ongoing housing subsidy (HUD)",5/7/13,10/23/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),241403
241528,443622,28,93905,10/22/15,"Rental by client, no ongoing housing subsidy (HUD)",3/17/15,8/12/15,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",443622
241530,443623,3,93905,10/14/15,"Rental by client, no ongoing housing subsidy (HUD)",3/17/15,8/12/15,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)",443622
241539,212268,28,93907,11/20/14,Permanent housing for formerly homeless persons (HUD),5/8/13,11/17/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",212268
241883,227564,15,93933,6/16/15,"Rental by client, no ongoing housing subsidy (HUD)",2/13/13,10/14/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",203441
242099,213804,17,93907,9/5/13,"Staying or living with friends, permanent tenure (HUD)",5/13/13,8/20/13,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",213804
242516,236306,36,93933,11/20/14,Permanent housing for formerly homeless persons (HUD),11/18/13,11/20/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",236306
242556,398522,34,95350,5/19/15,"Staying or living with family, permanent tenure (HUD)",11/24/14,5/18/15,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",398522
242735,228544,54,93906,3/4/15,Substance abuse treatment facility or detox center (HUD),8/14/13,11/10/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",228544
243125,228850,23,93950,4/4/14,"Rental by client, no ongoing housing subsidy (HUD)",5/31/13,4/4/14,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 2 - At imminent risk of losing housing (HUD),Substance abuse treatment facility or detox center (HUD),228850
243171,234541,25,93905,6/24/15,Other (HUD),12/12/13,2/5/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),234541
243171,426971,26,93933,7/22/15,"Jail, prison or juvenile detention facility (HUD)",2/17/15,7/10/15,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",426971
243231,216091,23,93940,8/7/14,Permanent housing for formerly homeless persons (HUD),6/13/13,8/5/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),216091
243329,216171,38,93901,6/29/15,"Staying or living with family, permanent tenure (HUD)",6/6/13,5/6/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),216171
243332,216172,1,93901,6/29/15,"Staying or living with family, permanent tenure (HUD)",6/6/13,5/6/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),216171
243343,216213,2,93901,6/14/13,,6/5/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),216212
243419,216361,38,93901,6/29/15,"Rental by client, no ongoing housing subsidy (HUD)",6/13/13,3/28/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",216360
243421,216362,12,93901,6/29/15,"Rental by client, no ongoing housing subsidy (HUD)",6/13/13,3/28/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",216360
243422,216360,8,93901,6/29/15,"Rental by client, no ongoing housing subsidy (HUD)",6/13/13,3/28/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",216360
243505,391089,26,93940,9/18/15,"Staying or living with friends, permanent tenure (HUD)",10/28/14,9/14/15,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),391089
243558,310634,48,93940,11/26/14,Permanent housing for formerly homeless persons (HUD),4/9/14,11/26/14,MOSBE Interim - Shelter Cove(2118),Stably housed (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),310634
243586,228849,26,93940,5/5/14,"Rental by client, no ongoing housing subsidy (HUD)",7/3/13,4/29/14,MOSBE  SOP: Transitional Housing - Men In Transition(2107),At-risk of homelessness (HUD),"Staying or living in a friend's room, apartment or house (HUD)",228849
243701,237631,56,93955,3/24/14,Psychiatric hospital or other psychiatric facility (HUD),1/8/14,3/20/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",237631
243733,317751,31,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",6/18/13,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",317751
243734,317752,37,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",6/18/13,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",317751
243737,317753,8,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",6/18/13,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",317751
243740,317754,0,93906,6/9/14,"Staying or living with family, permanent tenure (HUD)",6/18/13,4/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",317751
243854,218674,20,93955,8/26/14,"Staying or living with family, permanent tenure (HUD)",7/17/13,12/20/13,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),218674
244006,237212,49,93906,7/29/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",9/4/13,4/1/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",237212
244018,217245,19,95012,6/8/15,Transitional housing for homeless persons (including homeless youth) (HUD),6/25/13,4/14/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",217245
244018,421249,20,93933,2/6/15,,9/18/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",421249
244315,217617,37,93940,5/22/14,Permanent housing for formerly homeless persons (HUD),7/1/13,9/12/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",217617
244666,231978,33,93955,12/11/13,,11/25/13,,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",231978
245564,223203,21,85037,9/19/13,,8/27/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",223203
245565,223204,2,85037,9/19/13,,8/27/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",223203
245706,377134,30,93901,7/1/14,,5/15/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),377134
245707,377135,2,93901,7/1/14,,5/15/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",377134
245708,377136,10,93901,7/1/14,,5/15/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",377134
245776,219182,28,93927,11/7/14,Permanent housing for formerly homeless persons (HUD),7/25/13,10/20/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",219182
245789,219891,5,93906,12/18/14,"Staying or living with family, permanent tenure (HUD)",7/23/13,10/9/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),219888
245790,219889,2,93906,2/25/15,"Staying or living with family, permanent tenure (HUD)",7/23/13,10/9/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),219888
245908,219386,19,93940,11/4/13,Psychiatric hospital or other psychiatric facility (HUD),7/30/13,11/1/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),219386
246077,243035,31,93906,2/5/14,,1/29/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",243035
